-3	18820	-900	300
-2.5	18920	-800	320
-2	19120	-600	300
-1.5	19240	-480	320
-1	19380	-340	340
-0.5	19560	-160	320
0	19720	0	
0.5	19890	170	340
1	20060	340	340
1.5	20280	560	373.3333333333
2	20420	700	350
2.5	20600	880	352
3	20760	1040	346.6666666667
3.5	20940	1220	348.5714285714
4	21110	1390	347.5
