21220	0.830993
21240	0.806031
21260	0.778013
21280	0.735730
21300	0.684788
21320	0.646072
21340	0.602262
21360	0.550810
21380	0.507000
21400	0.474397
21420	0.439246
21440	0.411738
21460	0.394417
21480	0.374040
21500	0.362323
21520	0.355192
21540	0.355192
21560	0.366399
21580	0.382700
21600	0.405624
21620	0.418360
21640	0.419379
21660	0.409190
21680	0.385248
21700	0.345513
21720	0.301193
21740	0.258401
21760	0.222742
21780	0.195742
21800	0.177912
21820	0.174856
21840	0.180460
21860	0.192686
21880	0.207968
21900	0.225798
21920	0.242609
21940	0.274193
21960	0.315457
21980	0.368437
22000	0.429058
22020	0.486113
22040	0.520245
22060	0.545206
22080	0.553867
22100	0.547244
22120	0.528395
22140	0.502415
22160	0.480510
22180	0.461152
22200	0.450963
22220	0.445359
22240	0.445869
22260	0.449435
22280	0.448925
22300	0.441284
22320	0.431605
22340	0.417341
22360	0.403587
22380	0.397474
22400	0.405115
22420	0.418360
22440	0.434662
22460	0.444850
22480	0.447907
22500	0.436699
22520	0.415813
22540	0.375568
22560	0.337871
22580	0.289476
22600	0.245666
22620	0.197270
22640	0.163649
22660	0.138177
22680	0.117291
22700	0.104046
22720	0.094367
22740	0.087235
22760	0.081631
22780	0.079084
22800	0.079084
22820	0.079594
22840	0.083669
22860	0.088254
22880	0.096405
22900	0.105065
22920	0.114744
22940	0.125442
22960	0.134102
22980	0.143781
23000	0.150913
23020	0.158045
23040	0.163649
23060	0.167215
23080	0.171799
23100	0.175365
23120	0.180460
23140	0.186063
23160	0.193705
23180	0.202874
23200	0.211025
23220	0.221723
23240	0.224779
23260	0.228345
23280	0.229364
23300	0.227326
23320	0.220194
23340	0.208987
23360	0.193705
23380	0.175365
23400	0.151932
23420	0.130536
23440	0.112706
23460	0.102518
23480	0.095386
23500	0.095895
23520	0.098952
23540	0.103537
23560	0.110159
23580	0.114235
23600	0.110159
23620	0.102008
23640	0.091820
23660	0.084179
23680	0.079084
23700	0.078575
23720	0.081122
23740	0.084688
23760	0.087745
23780	0.089273
23800	0.087235
23820	0.081631
23840	0.075009
23860	0.068386
23880	0.063802
23900	0.061764
23920	0.062783
23940	0.065330
23960	0.070424
23980	0.077047
24000	0.081631
24020	0.080613
24040	0.077047
24060	0.073481
24080	0.067877
24100	0.063802
24120	0.061764
24140	0.062783
24160	0.066349
24180	0.070934
24200	0.081122
