-4.5	16900	-2800	622.2222222222
-4	17140	-2560	640
-3.5	17430	-2270	648.5714285714
-3	17830	-1870	623.3333333333
-2.5	18000	-1700	680
-2	18400	-1300	650
-1.5	18560	-1140	760
-1	19070	-630	630
-0.5	19300	-400	800
0	19700	0	
0.5	20010	310	620
1	20340	640	640
1.5	21530	1830	1220
2	20800	1100	550
2.5	21530	1830	732
