-2	18480	-1235	617.5
-1.5	18720	-995	663.3333333333
-1	19085	-630	630
-0.5	19385	-330	660
0	19715	0
0.5	20045	330	660
1	20360	645	645
1.5	20740	1025	683.3333333333
2	20950	1235	617.5
